product_id,product_name,category,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,farm_location,sale_date
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.46,28882,14278,14604,Coromandel International,"Coimbatore, Tamil Nadu",2023-01-16
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.39,17342,11890,5452,Godrej Agrovet,"Jaipur, Rajasthan",2023-11-17
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.92,34990,30368,4622,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2022-05-12
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.24,25302,25016,286,ITC Agri Business,"Bengaluru, Karnataka",2022-02-05
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.96,49358,27401,21957,Amul (GCMMF),"Chennai, Tamil Nadu",2023-08-11
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.77,41163,24913,16250,Coromandel International,"Kolkata, West Bengal",2023-10-29
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.77,17799,14979,2820,IFFCO,"Pune, Maharashtra",2023-12-31
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.63,10374,6056,4318,Nuziveedu Seeds,"Jaipur, Rajasthan",2022-10-30
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.28,1703,1027,676,ITC Agri Business,"Nashik, Maharashtra",2023-12-19
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.21,44565,23348,21217,Nuziveedu Seeds,"Bengaluru, Karnataka",2022-08-03
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.63,9329,7849,1480,ITC Agri Business,"Anand, Gujarat",2023-05-09
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.68,49402,38137,11265,DeHaat,"Coimbatore, Tamil Nadu",2023-04-02
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.49,6425,2494,3931,DeHaat,"Anand, Gujarat",2023-10-21
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.18,28109,6244,21865,Coromandel International,"Bengaluru, Karnataka",2022-10-02
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.98,40159,17693,22466,Amul (GCMMF),"Lucknow, Uttar Pradesh",2023-12-16
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.76,41248,8410,32838,DeHaat,"Lucknow, Uttar Pradesh",2023-01-16
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.71,6143,3576,2567,Godrej Agrovet,"Lucknow, Uttar Pradesh",2023-08-04
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.66,26166,3037,23129,Coromandel International,"Anand, Gujarat",2022-05-20
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.79,25126,19851,5275,Godrej Agrovet,"Bengaluru, Karnataka",2022-09-26
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.62,7852,6078,1774,Nuziveedu Seeds,"Nashik, Maharashtra",2022-03-23
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.13,47531,38739,8792,ITC Agri Business,"Anand, Gujarat",2022-01-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.47,34431,21677,12754,ITC Agri Business,"Anand, Gujarat",2022-09-30
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.04,10751,4004,6747,Parag Foods,"Anand, Gujarat",2022-08-06
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.75,44068,36462,7606,Amul (GCMMF),"Coimbatore, Tamil Nadu",2022-06-05
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.86,11670,5353,6317,Amul (GCMMF),"Kolkata, West Bengal",2022-08-10
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.97,15505,1156,14349,Amul (GCMMF),"Lucknow, Uttar Pradesh",2023-04-12
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.1,38784,3267,35517,Parag Foods,"Nashik, Maharashtra",2023-11-23
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.55,10618,5911,4707,Amul (GCMMF),"Coimbatore, Tamil Nadu",2022-01-12
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.47,16187,13653,2534,DeHaat,"Nashik, Maharashtra",2022-03-10
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.97,12401,10376,2025,Coromandel International,"Coimbatore, Tamil Nadu",2022-10-03
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.81,26792,20257,6535,IFFCO,"Bengaluru, Karnataka",2023-08-12
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.78,2426,854,1572,Godrej Agrovet,"Bengaluru, Karnataka",2022-08-26
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.31,27066,5875,21191,Godrej Agrovet,"Bengaluru, Karnataka",2022-09-09
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.79,26855,7552,19303,Amul (GCMMF),"Nashik, Maharashtra",2023-08-01
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.94,39037,10285,28752,IFFCO,"Hyderabad, Telangana",2023-11-04
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.39,24869,17176,7693,Parag Foods,"Pune, Maharashtra",2023-04-11
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.88,34089,20413,13676,Coromandel International,"Lucknow, Uttar Pradesh",2023-09-11
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.88,15964,5579,10385,Parag Foods,"Bengaluru, Karnataka",2023-10-20
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.35,46150,9844,36306,IFFCO,"Kolkata, West Bengal",2023-12-12
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.84,10674,4764,5910,Coromandel International,"Bengaluru, Karnataka",2023-06-29
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.85,1919,1599,320,Nuziveedu Seeds,"Bengaluru, Karnataka",2022-07-24
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.56,6869,964,5905,ITC Agri Business,"Coimbatore, Tamil Nadu",2023-07-20
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.59,49732,37721,12011,Coromandel International,"Chennai, Tamil Nadu",2023-12-07
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.2,18789,6820,11969,ITC Agri Business,"Chennai, Tamil Nadu",2023-04-07
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.53,11200,1442,9758,Amul (GCMMF),"Hyderabad, Telangana",2023-10-09
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.61,15718,8407,7311,Godrej Agrovet,"Kolkata, West Bengal",2023-07-03
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.35,5595,1262,4333,Parag Foods,"Jaipur, Rajasthan",2023-08-13
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.92,31860,25514,6346,Amul (GCMMF),"Lucknow, Uttar Pradesh",2022-05-28
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.4,20513,8201,12312,IFFCO,"Pune, Maharashtra",2023-05-11
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.92,8433,71,8362,ITC Agri Business,"Chennai, Tamil Nadu",2023-01-08
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.13,9985,5859,4126,DeHaat,"Nashik, Maharashtra",2022-07-28
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.48,28516,7475,21041,Nuziveedu Seeds,"Nashik, Maharashtra",2022-06-14
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.84,18488,9043,9445,Nuziveedu Seeds,"Nashik, Maharashtra",2023-09-02
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.69,12567,5819,6748,Coromandel International,"Jaipur, Rajasthan",2022-01-09
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.82,7165,3327,3838,ITC Agri Business,"Nashik, Maharashtra",2022-08-02
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.89,22515,19796,2719,DeHaat,"Lucknow, Uttar Pradesh",2022-03-13
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.24,37017,25387,11630,Amul (GCMMF),"Hyderabad, Telangana",2022-03-18
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.79,15104,9985,5119,Coromandel International,"Lucknow, Uttar Pradesh",2023-12-06
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,3.28,20594,8287,12307,Parag Foods,"Jaipur, Rajasthan",2023-11-28
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.89,17513,9506,8007,Nuziveedu Seeds,"Jaipur, Rajasthan",2022-08-06
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.35,41733,21126,20607,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2022-09-23
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.07,7489,4561,2928,Parag Foods,"Anand, Gujarat",2023-02-07
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.91,38296,32702,5594,DeHaat,"Coimbatore, Tamil Nadu",2022-05-01
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,1.1,45520,22862,22658,Coromandel International,"Nashik, Maharashtra",2022-07-17
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,4.17,20203,5311,14892,DeHaat,"Chennai, Tamil Nadu",2023-09-19
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,7.13,46367,33964,12403,Parag Foods,"Chennai, Tamil Nadu",2022-02-24
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,1.05,48669,27815,20854,Parag Foods,"Nashik, Maharashtra",2022-04-25
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.78,6603,330,6273,Godrej Agrovet,"Jaipur, Rajasthan",2022-10-01
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.16,46456,19906,26550,Amul (GCMMF),"Jaipur, Rajasthan",2022-05-21
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.63,3110,2591,519,IFFCO,"Lucknow, Uttar Pradesh",2023-08-18
1c48eb53-85bc-4b76-92ef-97d240a8a227,Potatoes,Vegetables,0.79,21412,17483,3929,Amul (GCMMF),"Kolkata, West Bengal",2022-08-26
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.0,23673,12249,11424,Parag Foods,"Coimbatore, Tamil Nadu",2022-07-01
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.35,42406,33816,8590,Coromandel International,"Pune, Maharashtra",2022-03-01
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.84,16706,2620,14086,Amul (GCMMF),"Hyderabad, Telangana",2022-04-21
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.94,17855,11537,6318,Coromandel International,"Pune, Maharashtra",2023-09-11
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.42,35738,26666,9072,Amul (GCMMF),"Bengaluru, Karnataka",2023-08-22
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.02,17219,2320,14899,IFFCO,"Kolkata, West Bengal",2022-03-28
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.77,16324,11223,5101,Nuziveedu Seeds,"Jaipur, Rajasthan",2023-07-17
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.22,27297,17693,9604,ITC Agri Business,"Coimbatore, Tamil Nadu",2023-10-12
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.05,48451,18381,30070,Parag Foods,"Coimbatore, Tamil Nadu",2022-03-06
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.91,32970,17535,15435,Parag Foods,"Nashik, Maharashtra",2023-04-13
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.55,44982,12512,32470,IFFCO,"Chennai, Tamil Nadu",2022-02-20
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,1.68,22340,17075,5265,DeHaat,"Chennai, Tamil Nadu",2023-06-25
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.31,33122,29072,4050,Amul (GCMMF),"Chennai, Tamil Nadu",2022-08-17
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.84,27610,12658,14952,Godrej Agrovet,"Lucknow, Uttar Pradesh",2022-07-24
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.51,31646,10839,20807,Nuziveedu Seeds,"Bengaluru, Karnataka",2022-12-31
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.54,20802,11231,9571,ITC Agri Business,"Coimbatore, Tamil Nadu",2022-08-20
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.74,46797,18832,27965,Amul (GCMMF),"Hyderabad, Telangana",2022-01-28
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.95,43617,6909,36708,Parag Foods,"Kolkata, West Bengal",2022-04-04
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.85,30122,11169,18953,IFFCO,"Hyderabad, Telangana",2022-01-13
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.81,27550,26108,1442,Coromandel International,"Kolkata, West Bengal",2023-05-19
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.9,20551,16068,4483,DeHaat,"Pune, Maharashtra",2023-02-26
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.57,16854,9695,7159,ITC Agri Business,"Pune, Maharashtra",2023-05-10
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.59,43182,8301,34881,ITC Agri Business,"Coimbatore, Tamil Nadu",2023-11-23
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.46,24392,1657,22735,Godrej Agrovet,"Hyderabad, Telangana",2023-09-23
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.34,30881,16061,14820,IFFCO,"Hyderabad, Telangana",2023-06-02
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.25,13943,12241,1702,ITC Agri Business,"Hyderabad, Telangana",2022-01-25
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.89,46409,16826,29583,Amul (GCMMF),"Hyderabad, Telangana",2022-08-08
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.84,5031,2431,2600,IFFCO,"Chennai, Tamil Nadu",2023-06-13
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.41,40000,32515,7485,Godrej Agrovet,"Chennai, Tamil Nadu",2023-05-06
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,2.92,1334,978,356,Parag Foods,"Nashik, Maharashtra",2023-08-27
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.48,26620,25232,1388,Nuziveedu Seeds,"Chennai, Tamil Nadu",2022-06-27
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.52,13421,2690,10731,Nuziveedu Seeds,"Anand, Gujarat",2023-05-10
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.68,2629,2163,466,Coromandel International,"Lucknow, Uttar Pradesh",2022-04-06
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.91,19023,3883,15140,IFFCO,"Chennai, Tamil Nadu",2023-05-01
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.56,42727,9858,32869,Coromandel International,"Nashik, Maharashtra",2022-09-18
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.75,14876,10226,4650,Coromandel International,"Jaipur, Rajasthan",2023-09-11
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.22,1994,1456,538,DeHaat,"Anand, Gujarat",2023-09-29
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.41,4046,1292,2754,Nuziveedu Seeds,"Coimbatore, Tamil Nadu",2022-07-02
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.53,39622,19074,20548,Parag Foods,"Hyderabad, Telangana",2023-08-20
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.33,12371,84,12287,ITC Agri Business,"Jaipur, Rajasthan",2023-05-03
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.04,34797,2764,32033,Parag Foods,"Bengaluru, Karnataka",2022-11-21
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.94,7845,3621,4224,Godrej Agrovet,"Anand, Gujarat",2022-03-10
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,1.13,4129,906,3223,ITC Agri Business,"Pune, Maharashtra",2023-08-05
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.15,12231,1696,10535,Godrej Agrovet,"Anand, Gujarat",2023-07-01
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.95,48979,42925,6054,ITC Agri Business,"Lucknow, Uttar Pradesh",2022-05-22
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.54,22358,5049,17309,Godrej Agrovet,"Pune, Maharashtra",2022-12-06
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.1,18986,772,18214,DeHaat,"Kolkata, West Bengal",2022-04-06
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.64,39736,2012,37724,DeHaat,"Hyderabad, Telangana",2023-12-21
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.01,8955,3638,5317,Coromandel International,"Jaipur, Rajasthan",2022-06-09
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.88,3677,1605,2072,IFFCO,"Kolkata, West Bengal",2023-08-30
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.29,40878,11676,29202,ITC Agri Business,"Pune, Maharashtra",2022-12-05
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.42,15470,15286,184,Coromandel International,"Nashik, Maharashtra",2023-02-25
be996df6-1780-4352-8b7d-1f927279aa49,Oranges,Fruits,2.48,47527,13710,33817,Parag Foods,"Anand, Gujarat",2022-04-23
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.51,10087,4778,5309,DeHaat,"Chennai, Tamil Nadu",2023-04-17
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.81,42315,10840,31475,Nuziveedu Seeds,"Bengaluru, Karnataka",2023-01-05
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.16,8457,647,7810,DeHaat,"Nashik, Maharashtra",2022-05-09
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.69,9347,7101,2246,Nuziveedu Seeds,"Nashik, Maharashtra",2022-01-22
0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,Lettuce,Vegetables,0.85,35689,10224,25465,ITC Agri Business,"Bengaluru, Karnataka",2023-01-03
921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,Rice,Grains,0.9,45228,35620,9608,ITC Agri Business,"Lucknow, Uttar Pradesh",2023-04-13
8dc0c292-d59b-4692-bcc4-2003c0177ea7,Peppers,Vegetables,2.4,16257,1833,14424,Godrej Agrovet,"Anand, Gujarat",2022-08-15
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.85,46541,14725,31816,Nuziveedu Seeds,"Jaipur, Rajasthan",2023-04-13
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.76,47335,36392,10943,Amul (GCMMF),"Kolkata, West Bengal",2023-07-05
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.87,43251,34193,9058,Parag Foods,"Coimbatore, Tamil Nadu",2022-01-03
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,1774,1635,139,Coromandel International,"Lucknow, Uttar Pradesh",2022-03-16
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.08,23247,19370,3877,Godrej Agrovet,"Kolkata, West Bengal",2022-10-03
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.2,27789,17212,10577,ITC Agri Business,"Pune, Maharashtra",2023-04-06
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.35,34171,28788,5383,Parag Foods,"Coimbatore, Tamil Nadu",2023-12-14
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.56,28705,23475,5230,Coromandel International,"Chennai, Tamil Nadu",2023-07-03
857e56ee-a962-479e-99f0-983999e858bd,Cabbage,Vegetables,0.73,23810,3123,20687,IFFCO,"Chennai, Tamil Nadu",2023-07-06
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,5.33,12824,1855,10969,Amul (GCMMF),"Pune, Maharashtra",2022-06-06
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.4,9593,1471,8122,Nuziveedu Seeds,"Anand, Gujarat",2023-09-19
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.74,15453,377,15076,Nuziveedu Seeds,"Pune, Maharashtra",2022-03-12
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,0.86,48206,36062,12144,Godrej Agrovet,"Lucknow, Uttar Pradesh",2022-01-01
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.57,13315,3413,9902,Amul (GCMMF),"Chennai, Tamil Nadu",2023-07-19
10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,Blueberries,Fruits,6.48,15332,2857,12475,IFFCO,"Jaipur, Rajasthan",2023-04-30
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.69,14031,4604,9427,DeHaat,"Anand, Gujarat",2023-12-30
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.53,36417,11582,24835,Parag Foods,"Chennai, Tamil Nadu",2022-04-05
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.86,27180,2646,24534,ITC Agri Business,"Nashik, Maharashtra",2022-03-16
e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,Peaches,Fruits,3.47,26699,15080,11619,DeHaat,"Pune, Maharashtra",2022-12-13
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.71,3406,2006,1400,ITC Agri Business,"Nashik, Maharashtra",2022-12-13
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.71,18564,4717,13847,Godrej Agrovet,"Bengaluru, Karnataka",2022-06-10
5feb3ab1-f866-4401-b84a-d4d4d6168c8f,Apples,Fruits,3.35,38909,16370,22539,ITC Agri Business,"Chennai, Tamil Nadu",2023-05-05
8a279b7d-f76f-44c1-8df6-e7db17a391d6,Wheat,Grains,0.45,34724,22896,11828,Amul (GCMMF),"Jaipur, Rajasthan",2023-09-13
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,5.5,7397,2403,4994,Amul (GCMMF),"Pune, Maharashtra",2022-10-24
28f45387-03b8-48f9-b67c-d921d29f60b6,Corn,Grains,0.63,1303,952,351,Parag Foods,"Hyderabad, Telangana",2022-12-30
f0fa3446-1398-417a-bda7-de131121a15b,Oats,Grains,0.86,26542,14222,12320,Godrej Agrovet,"Hyderabad, Telangana",2022-02-06
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.6,19737,11113,8624,Parag Foods,"Bengaluru, Karnataka",2022-01-18
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.2,27753,8673,19080,IFFCO,"Hyderabad, Telangana",2023-04-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.46,42801,8352,34449,Coromandel International,"Nashik, Maharashtra",2023-01-02
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.29,26667,4554,22113,ITC Agri Business,"Lucknow, Uttar Pradesh",2023-01-29
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,3.44,6011,636,5375,Nuziveedu Seeds,"Jaipur, Rajasthan",2022-07-21
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.77,14024,9036,4988,ITC Agri Business,"Bengaluru, Karnataka",2023-08-20
403d5331-41ba-4a1a-86d2-e1599b965c1b,Strawberries,Fruits,4.92,26423,2052,24371,Amul (GCMMF),"Nashik, Maharashtra",2022-11-13
c81f400e-c19f-417f-99fb-039a19506e85,Onions,Vegetables,1.14,27794,19500,8294,ITC Agri Business,"Kolkata, West Bengal",2023-06-13
dd7f2ac0-a03a-487d-bf43-96d8415c3a60,Rye,Grains,0.91,12521,11902,619,Parag Foods,"Pune, Maharashtra",2022-05-10
8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,Tomatoes,Vegetables,2.68,34355,12376,21979,DeHaat,"Jaipur, Rajasthan",2023-08-27
0bd5bf2b-be0a-4ba0-aa92-059021b169e3,Bananas,Fruits,1.3,43238,5409,37829,Godrej Agrovet,"Anand, Gujarat",2023-03-15
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.14,39781,17289,22492,ITC Agri Business,"Chennai, Tamil Nadu",2023-04-03
c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,Barley,Grains,0.8,26782,15405,11377,Coromandel International,"Hyderabad, Telangana",2022-03-04
3b5d009c-ae38-4a53-9c94-f1853d67f882,Grapes,Fruits,4.11,26879,1432,25447,ITC Agri Business,"Nashik, Maharashtra",2022-01-18
09728c35-ae6c-4ac6-a7b4-eff32b3574c3,Carrots,Vegetables,1.27,34481,20131,14350,Amul (GCMMF),"Lucknow, Uttar Pradesh",2022-04-19
